customer_id,feedback_id,feedback_date,feedback_type,resolution_status,resolution_date,anomaly
1275,1275,9/18/2023,Suggestion,Resolved,3/6/2023,1
1276,1276,2/27/2023,Complaint,Pending,3/5/2023,1
1277,1277,12/26/2023,Complaint,Pending,9/4/2023,-1
1278,1278,5/9/2023,Praise,Resolved,9/19/2023,-1
1279,1279,4/19/2023,Praise,Pending,7/30/2023,1
1280,1280,5/27/2023,Suggestion,Pending,3/31/2023,1
1281,1281,2/23/2023,Praise,Pending,4/25/2023,1
1282,1282,7/27/2023,Complaint,Resolved,7/12/2023,1
1283,1283,8/30/2023,Praise,Resolved,4/10/2023,1
1284,1284,4/24/2023,Complaint,Pending,9/17/2023,1
1285,1285,6/26/2023,Praise,Pending,1/16/2023,1
1286,1286,5/10/2023,Suggestion,Resolved,3/29/2023,1
1287,1287,7/2/2023,Praise,Pending,6/24/2023,1
1288,1288,2/23/2023,Praise,Resolved,12/3/2023,1
1289,1289,8/1/2023,Complaint,Pending,11/30/2023,1
1290,1290,11/26/2023,Complaint,Resolved,10/11/2023,1
1291,1291,4/27/2023,Complaint,Resolved,1/15/2023,1
1292,1292,9/27/2023,Suggestion,Resolved,8/28/2023,1
1293,1293,5/28/2023,Suggestion,Resolved,7/29/2023,1
1294,1294,3/20/2023,Praise,Resolved,4/7/2023,1
1295,1295,10/12/2023,Complaint,Pending,10/4/2023,1
1296,1296,4/15/2023,Praise,Resolved,10/17/2023,1
1297,1297,9/12/2023,Complaint,Pending,1/9/2023,1
1298,1298,3/21/2023,Praise,Pending,11/26/2023,1
1299,1299,2/23/2023,Suggestion,Resolved,5/12/2023,1
1300,1300,12/27/2023,Complaint,Resolved,4/4/2023,1
1301,1301,2/27/2023,Suggestion,Resolved,10/21/2023,1
1302,1302,7/27/2023,Suggestion,Resolved,3/22/2023,1
1303,1303,7/16/2023,Suggestion,Resolved,10/27/2023,1
1304,1304,5/8/2023,Praise,Pending,11/9/2023,1
1305,1305,6/4/2023,Praise,Resolved,1/23/2023,1
1306,1306,11/11/2023,Praise,Pending,7/16/2023,1
1307,1307,2/24/2023,Suggestion,Resolved,4/9/2023,1
1308,1308,6/9/2023,Praise,Resolved,10/8/2023,1
1309,1309,9/19/2023,Suggestion,Pending,5/31/2023,1
1310,1310,6/29/2023,Praise,Resolved,4/8/2023,1
1311,1311,10/26/2023,Suggestion,Pending,12/1/2023,1
1312,1312,1/11/2023,Suggestion,Pending,1/11/2023,1
1313,1313,7/19/2023,Complaint,Resolved,2/25/2023,1
1314,1314,10/4/2023,Complaint,Pending,2/24/2023,1
1315,1315,8/22/2023,Suggestion,Pending,11/7/2023,1
1316,1316,3/19/2023,Suggestion,Resolved,3/15/2023,1
1317,1317,6/2/2023,Complaint,Resolved,1/3/2023,1
1318,1318,5/22/2023,Praise,Resolved,12/13/2023,1
1319,1319,5/19/2023,Praise,Resolved,7/2/2023,1
1320,1320,1/19/2023,Complaint,Pending,9/23/2023,1
1321,1321,6/1/2023,Praise,Resolved,5/18/2023,1
1322,1322,2/15/2023,Suggestion,Pending,9/14/2023,1
1323,1323,6/18/2023,Complaint,Pending,3/14/2023,1
1324,1324,3/24/2023,Suggestion,Resolved,10/14/2023,1
1325,1325,6/19/2023,Suggestion,Resolved,1/7/2023,1
1326,1326,8/1/2023,Complaint,Resolved,7/28/2023,1
1327,1327,4/15/2023,Suggestion,Pending,6/16/2023,1
1328,1328,4/12/2023,Complaint,Resolved,7/30/2023,1
1329,1329,6/26/2023,Complaint,Pending,1/3/2023,1
1330,1330,8/2/2023,Suggestion,Resolved,10/17/2023,1
1331,1331,1/2/2023,Complaint,Resolved,7/24/2023,1
1332,1332,3/25/2023,Complaint,Pending,8/28/2023,1
1333,1333,9/1/2023,Complaint,Pending,7/27/2023,1
1334,1334,3/9/2023,Complaint,Resolved,12/15/2023,1
1335,1335,12/19/2023,Praise,Pending,7/1/2023,1
1336,1336,9/5/2023,Suggestion,Pending,9/17/2023,1
1337,1337,2/21/2023,Praise,Resolved,,1
1338,1338,10/14/2023,Complaint,Resolved,,1
1339,1339,8/9/2023,Praise,Pending,10/22/2023,1
1340,1340,7/16/2023,Suggestion,Resolved,6/10/2023,1
1341,1341,2/21/2023,Suggestion,Resolved,7/27/2023,1
1342,1342,1/3/2023,Praise,Resolved,10/29/2023,1
1343,1343,12/30/2023,Praise,Resolved,10/7/2023,-1
1344,1344,10/17/2023,Complaint,Pending,2/16/2023,1
1345,1345,7/17/2023,Praise,Pending,3/20/2023,1
1346,1346,12/18/2023,Suggestion,Pending,7/22/2023,1
1347,1347,12/3/2023,Complaint,Resolved,3/30/2023,-1
1348,1348,10/9/2023,Complaint,Pending,8/21/2023,1
1349,1349,10/27/2023,Complaint,Resolved,1/8/2023,1
1350,1350,8/24/2023,Complaint,Pending,3/21/2023,1
1351,1351,12/30/2023,Praise,Resolved,3/2/2023,1
1352,1352,5/24/2023,Suggestion,Resolved,9/12/2023,1
1353,1353,3/6/2023,Complaint,Resolved,7/10/2023,1
1354,1354,4/24/2023,Complaint,Pending,12/3/2023,1
1355,1355,8/29/2023,Complaint,Resolved,2/8/2023,1
1356,1356,10/14/2023,Suggestion,Resolved,,1
1357,1357,4/17/2023,Praise,Pending,3/6/2023,1
1358,1358,6/5/2023,Suggestion,Pending,4/24/2023,1
1359,1359,2/7/2023,Suggestion,Pending,10/5/2023,1
1360,1360,8/17/2023,Complaint,Resolved,2/16/2023,1
1361,1361,5/30/2023,Praise,Resolved,4/27/2023,1
1362,1362,5/17/2023,Suggestion,Pending,10/5/2023,1
1363,1363,1/25/2023,Complaint,Pending,11/8/2023,1
1364,1364,2/5/2023,Praise,Resolved,1/2/2023,1
1365,1365,8/21/2023,Praise,Pending,7/17/2023,1
1366,1366,6/7/2023,Praise,Resolved,4/28/2023,1
1367,1367,2/6/2023,Suggestion,Resolved,12/1/2023,-1
1368,1368,7/24/2023,Praise,Resolved,,1
1369,1369,12/29/2023,Complaint,Pending,12/8/2023,1
1370,1370,8/26/2023,Suggestion,Pending,9/26/2023,1
1371,1371,2/14/2023,Complaint,Pending,12/23/2023,1
1372,1372,12/3/2023,Complaint,Pending,6/15/2023,1
1373,1373,1/1/2023,Suggestion,Pending,5/6/2023,1
1374,1374,11/27/2023,Praise,Pending,11/5/2023,1
1375,1375,11/20/2023,Suggestion,Pending,6/7/2023,1
1376,1376,12/31/2023,Complaint,Pending,3/22/2023,-1
1377,1377,5/29/2023,Suggestion,Resolved,,1
1378,1378,10/23/2023,Complaint,Resolved,8/10/2023,1
1379,1379,5/9/2023,Praise,Pending,2/3/2023,1
1380,1380,1/21/2023,Suggestion,Pending,7/3/2023,1
1381,1381,1/9/2023,Suggestion,Resolved,12/18/2023,1
1382,1382,6/29/2023,Suggestion,Pending,8/14/2023,1
1383,1383,6/24/2023,Praise,Resolved,1/7/2023,1
1384,1384,2/5/2023,Suggestion,Pending,12/3/2023,1
1385,1385,8/26/2023,Complaint,Resolved,6/26/2023,1
1386,1386,9/2/2023,Suggestion,Pending,10/23/2023,1
1387,1387,7/8/2023,Suggestion,Resolved,8/24/2023,1
1388,1388,8/2/2023,Praise,Pending,8/7/2023,1
1389,1389,3/8/2023,Praise,Pending,10/26/2023,1
1390,1390,5/10/2023,Complaint,Pending,6/6/2023,1
1391,1391,12/18/2023,Complaint,Pending,9/8/2023,1
1392,1392,5/1/2023,Suggestion,Pending,10/31/2023,1
1393,1393,11/12/2023,Complaint,Pending,9/8/2023,1
1394,1394,5/18/2023,Suggestion,Pending,3/11/2023,1
1395,1395,4/9/2023,Praise,Resolved,12/24/2023,1
1396,1396,5/3/2023,Complaint,Resolved,11/5/2023,1
1397,1397,12/29/2023,Complaint,Resolved,12/23/2023,-1
1398,1398,5/12/2023,Complaint,Pending,8/20/2023,1
1399,1399,6/26/2023,Praise,Pending,6/29/2023,1
1400,1400,10/25/2023,Complaint,Pending,10/7/2023,1
1401,1401,3/1/2023,Complaint,Pending,12/19/2023,1
1402,1402,6/9/2023,Complaint,Resolved,8/27/2023,1
1403,1403,3/16/2023,Complaint,Pending,3/26/2023,1
1404,1404,5/25/2023,Suggestion,Pending,10/18/2023,1
1405,1405,11/12/2023,Praise,Resolved,12/16/2023,1
1406,1406,5/28/2023,Complaint,Pending,6/17/2023,1
1407,1407,3/5/2023,Complaint,Resolved,,1
1408,1408,2/17/2023,Suggestion,Pending,10/31/2023,1
1409,1409,12/21/2023,Complaint,Pending,8/11/2023,1
1410,1410,8/24/2023,Praise,Pending,2/3/2023,1
1411,1411,7/11/2023,Suggestion,Resolved,10/30/2023,1
1412,1412,9/26/2023,Complaint,Resolved,1/25/2023,1
1413,1413,12/17/2023,Complaint,Resolved,3/15/2023,1
1414,1414,10/4/2023,Praise,Pending,3/2/2023,1
1415,1415,3/15/2023,Praise,Pending,5/20/2023,1
1416,1416,8/13/2023,Complaint,Resolved,11/23/2023,1
1417,1417,10/22/2023,Suggestion,Resolved,4/3/2023,-1
1418,1418,6/23/2023,Praise,Resolved,,1
1419,1419,4/5/2023,Praise,Pending,12/2/2023,-1
1420,1420,5/23/2023,Praise,Resolved,12/5/2023,1
1421,1421,1/9/2023,Suggestion,Pending,1/13/2023,1
1422,1422,11/28/2023,Complaint,Pending,10/8/2023,1
1423,1423,8/29/2023,Suggestion,Resolved,2/1/2023,1
1424,1424,10/29/2023,Praise,Resolved,10/8/2023,-1
1425,1425,12/3/2023,Suggestion,Pending,5/4/2023,1
1426,1426,8/21/2023,Praise,Pending,2/16/2023,1
1427,1427,9/16/2023,Suggestion,Pending,11/4/2023,1
1428,1428,4/12/2023,Praise,Resolved,4/12/2023,1
1429,1429,12/27/2023,Suggestion,Resolved,2/27/2023,1
1430,1430,5/8/2023,Suggestion,Resolved,1/23/2023,1
1431,1431,3/29/2023,Complaint,Resolved,11/11/2023,1
1432,1432,5/20/2023,Suggestion,Resolved,12/31/2023,1
1433,1433,11/13/2023,Complaint,Resolved,10/20/2023,1
1434,1434,12/31/2023,Suggestion,Pending,1/29/2023,1
1435,1435,11/20/2023,Praise,Pending,4/11/2023,1
1436,1436,12/19/2023,Praise,Resolved,7/6/2023,1
1437,1437,5/9/2023,Complaint,Pending,8/31/2023,1
1438,1438,4/11/2023,Suggestion,Resolved,,1
1439,1439,10/16/2023,Complaint,Pending,2/22/2023,1
1440,1440,8/31/2023,Complaint,Resolved,10/2/2023,1
1441,1441,7/2/2023,Complaint,Resolved,,1
1442,1442,2/18/2023,Complaint,Resolved,7/14/2023,1
1443,1443,7/9/2023,Praise,Pending,2/18/2023,1
1444,1444,7/31/2023,Complaint,Pending,9/19/2023,1
1445,1445,7/10/2023,Praise,Resolved,9/6/2023,-1
1446,1446,11/20/2023,Complaint,Resolved,12/13/2023,1
1447,1447,10/29/2023,Suggestion,Resolved,5/16/2023,1
1448,1448,12/29/2023,Suggestion,Resolved,9/23/2023,1
1449,1449,7/19/2023,Praise,Pending,5/17/2023,1
1450,1450,2/16/2023,Complaint,Resolved,11/1/2023,1
1451,1451,4/12/2023,Complaint,Pending,3/2/2023,1
1452,1452,9/20/2023,Complaint,Pending,12/21/2023,1
1453,1453,5/18/2023,Praise,Resolved,,1
1454,1454,10/22/2023,Praise,Pending,12/31/2023,1
1455,1455,3/12/2023,Suggestion,Resolved,3/21/2023,1
1456,1456,6/27/2023,Suggestion,Resolved,3/3/2023,1
1457,1457,9/17/2023,Complaint,Resolved,,1
1458,1458,11/17/2023,Suggestion,Resolved,2/3/2023,1
1459,1459,10/7/2023,Suggestion,Resolved,7/2/2023,1
1460,1460,5/29/2023,Suggestion,Resolved,2/17/2023,1
1461,1461,12/30/2023,Suggestion,Pending,4/11/2023,1
1462,1462,9/19/2023,Complaint,Resolved,5/16/2023,1
1463,1463,1/29/2023,Suggestion,Pending,9/18/2023,1
1464,1464,11/18/2023,Suggestion,Resolved,4/28/2023,1
1465,1465,7/30/2023,Complaint,Resolved,7/18/2023,1
1466,1466,9/2/2023,Suggestion,Resolved,7/12/2023,1
1467,1467,6/24/2023,Complaint,Pending,10/9/2023,1
1468,1468,10/28/2023,Praise,Pending,7/20/2023,1
1469,1469,8/1/2023,Suggestion,Pending,10/12/2023,1
1470,1470,1/21/2023,Complaint,Pending,6/4/2023,1
1471,1471,10/27/2023,Suggestion,Resolved,,1
1472,1472,3/26/2023,Complaint,Resolved,10/29/2023,1
1473,1473,3/19/2023,Complaint,Resolved,3/15/2023,1
1474,1474,10/18/2023,Suggestion,Pending,5/15/2023,1
1475,1475,4/28/2023,Suggestion,Pending,4/2/2023,1
1476,1476,9/29/2023,Complaint,Pending,1/20/2023,1
1477,1477,10/20/2023,Praise,Pending,2/13/2023,1
1478,1478,11/23/2023,Complaint,Pending,8/29/2023,1
1479,1479,7/5/2023,Suggestion,Resolved,,1
1480,1480,9/15/2023,Suggestion,Pending,4/3/2023,1
1481,1481,4/18/2023,Complaint,Resolved,4/23/2023,1
1482,1482,6/25/2023,Praise,Resolved,11/6/2023,1
1483,1483,7/1/2023,Complaint,Resolved,1/2/2023,1
1484,1484,3/6/2023,Suggestion,Resolved,,1
1485,1485,3/13/2023,Suggestion,Resolved,9/3/2023,1
1486,1486,2/14/2023,Praise,Resolved,5/25/2023,1
1487,1487,2/4/2023,Complaint,Pending,12/16/2023,1
1488,1488,8/18/2023,Suggestion,Pending,11/26/2023,1
1489,1489,8/10/2023,Complaint,Resolved,2/1/2023,1
1490,1490,2/2/2023,Suggestion,Resolved,11/3/2023,-1
1491,1491,12/13/2023,Suggestion,Resolved,9/5/2023,1
1492,1492,6/23/2023,Complaint,Pending,1/15/2023,1
1493,1493,10/5/2023,Praise,Pending,10/21/2023,1
1494,1494,1/7/2023,Praise,Pending,7/5/2023,1
1495,1495,7/9/2023,Complaint,Resolved,3/1/2023,1
1496,1496,6/20/2023,Praise,Pending,7/26/2023,1
1497,1497,8/11/2023,Suggestion,Resolved,4/19/2023,1
1498,1498,9/7/2023,Complaint,Resolved,10/29/2023,1
1499,1499,4/7/2023,Suggestion,Resolved,10/26/2023,1
1500,1500,9/20/2023,Complaint,Resolved,10/13/2023,1
1501,1501,3/20/2023,Complaint,Resolved,10/28/2023,-1
1502,1502,4/26/2023,Complaint,Pending,1/9/2023,1
1503,1503,3/16/2023,Suggestion,Resolved,12/26/2023,1
1504,1504,10/6/2023,Suggestion,Resolved,11/7/2023,1
1505,1505,11/23/2023,Praise,Pending,8/25/2023,1
1506,1506,9/12/2023,Complaint,Resolved,10/24/2023,1
1507,1507,2/16/2023,Complaint,Pending,5/16/2023,1
1508,1508,2/26/2023,Suggestion,Resolved,12/24/2023,1
1509,1509,10/28/2023,Suggestion,Resolved,1/11/2023,1
1510,1510,7/13/2023,Complaint,Pending,10/9/2023,1
1511,1511,9/30/2023,Complaint,Resolved,6/17/2023,1
1512,1512,10/30/2023,Complaint,Pending,1/10/2023,1
1513,1513,6/22/2023,Praise,Resolved,3/9/2023,1
1514,1514,4/6/2023,Suggestion,Pending,2/4/2023,1
1515,1515,2/4/2023,Suggestion,Resolved,9/13/2023,1
1516,1516,5/4/2023,Suggestion,Resolved,11/6/2023,1
1517,1517,5/6/2023,Complaint,Resolved,8/20/2023,1
1518,1518,3/6/2023,Praise,Pending,4/11/2023,1
1519,1519,5/31/2023,Praise,Pending,10/7/2023,1
1520,1520,3/21/2023,Suggestion,Resolved,7/7/2023,-1
1521,1521,6/12/2023,Suggestion,Resolved,6/3/2023,1
1522,1522,12/4/2023,Complaint,Pending,7/6/2023,1
1523,1523,9/21/2023,Praise,Pending,10/10/2023,1
1524,1524,5/20/2023,Suggestion,Resolved,12/28/2023,1
1525,1525,12/22/2023,Complaint,Resolved,2/28/2023,1
1526,1526,4/4/2023,Complaint,Resolved,,1
1527,1527,8/16/2023,Complaint,Pending,5/4/2023,1
1528,1528,8/29/2023,Suggestion,Resolved,10/9/2023,1
1529,1529,10/19/2023,Praise,Pending,12/15/2023,1
1530,1530,8/1/2023,Suggestion,Resolved,12/6/2023,1
1531,1531,7/24/2023,Complaint,Resolved,10/7/2023,1
1532,1532,3/17/2023,Complaint,Resolved,12/23/2023,1
1533,1533,2/24/2023,Praise,Resolved,6/11/2023,1
1534,1534,10/14/2023,Praise,Pending,5/9/2023,1
1535,1535,8/9/2023,Complaint,Pending,7/28/2023,1
1536,1536,6/3/2023,Suggestion,Resolved,12/9/2023,1
1537,1537,11/19/2023,Suggestion,Resolved,8/31/2023,1
1538,1538,12/30/2023,Praise,Resolved,,1
1539,1539,5/8/2023,Complaint,Resolved,4/12/2023,1
1540,1540,5/2/2023,Praise,Resolved,9/12/2023,-1
1541,1541,4/14/2023,Suggestion,Pending,3/22/2023,1
1542,1542,1/9/2023,Suggestion,Resolved,7/26/2023,1
1543,1543,5/15/2023,Complaint,Resolved,4/21/2023,1
1544,1544,4/29/2023,Complaint,Resolved,11/23/2023,1
1545,1545,1/15/2023,Complaint,Pending,11/16/2023,1
1546,1546,3/12/2023,Complaint,Pending,6/28/2023,1
1547,1547,4/14/2023,Suggestion,Pending,10/9/2023,1
1548,1548,5/7/2023,Suggestion,Resolved,8/5/2023,1
1549,1549,2/8/2023,Suggestion,Pending,11/1/2023,1
1550,1550,5/1/2023,Praise,Pending,4/17/2023,1
1551,1551,11/1/2023,Complaint,Pending,6/13/2023,1
1552,1552,7/23/2023,Suggestion,Resolved,11/22/2023,1
1553,1553,12/12/2023,Suggestion,Pending,10/22/2023,1
1554,1554,3/22/2023,Suggestion,Pending,10/24/2023,1
1555,1555,8/11/2023,Praise,Pending,9/17/2023,1
1556,1556,8/4/2023,Suggestion,Resolved,9/27/2023,-1
1557,1557,11/24/2023,Praise,Resolved,8/2/2023,1
1558,1558,4/11/2023,Complaint,Resolved,10/8/2023,1
1559,1559,12/28/2023,Suggestion,Resolved,2/22/2023,1
1560,1560,9/6/2023,Praise,Resolved,4/25/2023,1
1561,1561,7/22/2023,Suggestion,Resolved,10/14/2023,1
1562,1562,6/5/2023,Complaint,Resolved,,1
1563,1563,8/27/2023,Complaint,Resolved,4/16/2023,1
1564,1564,8/3/2023,Suggestion,Resolved,5/13/2023,1
1565,1565,10/25/2023,Praise,Resolved,3/4/2023,1
1566,1566,6/24/2023,Suggestion,Pending,1/28/2023,1
1567,1567,4/3/2023,Complaint,Resolved,2/14/2023,1
1568,1568,8/30/2023,Complaint,Pending,10/31/2023,1
1569,1569,9/23/2023,Suggestion,Pending,3/30/2023,1
1570,1570,1/31/2023,Complaint,Resolved,1/31/2023,1
1571,1571,11/14/2023,Complaint,Resolved,11/16/2023,1
1572,1572,8/31/2023,Complaint,Resolved,7/13/2023,1
1573,1573,2/27/2023,Suggestion,Resolved,7/25/2023,1
1574,1574,7/31/2023,Complaint,Resolved,4/4/2023,1
1575,1575,7/22/2023,Praise,Resolved,4/2/2023,1
1576,1576,9/18/2023,Praise,Resolved,6/19/2023,1
1577,1577,1/6/2023,Praise,Pending,10/18/2023,1
1578,1578,7/10/2023,Suggestion,Pending,8/20/2023,1
1579,1579,7/2/2023,Praise,Resolved,11/26/2023,1
1580,1580,7/30/2023,Praise,Resolved,4/10/2023,1
1581,1581,6/27/2023,Praise,Pending,7/24/2023,1
1582,1582,3/2/2023,Complaint,Resolved,12/20/2023,1
1583,1583,3/28/2023,Suggestion,Resolved,3/23/2023,1
1584,1584,7/2/2023,Praise,Resolved,11/25/2023,1
1585,1585,9/28/2023,Suggestion,Resolved,8/6/2023,1
1586,1586,6/12/2023,Suggestion,Pending,9/15/2023,1
1587,1587,3/5/2023,Complaint,Pending,6/25/2023,1
1588,1588,6/10/2023,Suggestion,Resolved,5/3/2023,-1
1589,1589,2/16/2023,Praise,Resolved,3/10/2023,1
1590,1590,3/24/2023,Suggestion,Pending,4/2/2023,1
1591,1591,1/15/2023,Complaint,Pending,8/11/2023,1
1592,1592,4/26/2023,Complaint,Resolved,8/21/2023,1
1593,1593,5/26/2023,Praise,Pending,12/25/2023,1
1594,1594,8/18/2023,Suggestion,Pending,1/24/2023,1
1595,1595,7/29/2023,Complaint,Pending,11/2/2023,1
1596,1596,1/3/2023,Praise,Pending,6/30/2023,1
1597,1597,1/2/2023,Praise,Resolved,4/11/2023,1
1598,1598,8/10/2023,Praise,Resolved,10/28/2023,1
1599,1599,12/30/2023,Praise,Pending,2/6/2023,1
1600,1600,2/13/2023,Praise,Pending,8/28/2023,1
1601,1601,6/15/2023,Praise,Pending,8/26/2023,1
1602,1602,4/15/2023,Suggestion,Resolved,5/28/2023,1
1603,1603,12/30/2023,Praise,Pending,5/29/2023,1
1604,1604,1/17/2023,Complaint,Resolved,8/10/2023,1
1605,1605,11/11/2023,Complaint,Pending,4/19/2023,1
1606,1606,7/21/2023,Praise,Resolved,3/9/2023,1
1607,1607,2/19/2023,Suggestion,Pending,9/21/2023,1
1608,1608,11/14/2023,Suggestion,Pending,8/2/2023,-1
1609,1609,9/23/2023,Suggestion,Resolved,8/29/2023,1
1610,1610,1/24/2023,Praise,Resolved,7/4/2023,1
1611,1611,7/28/2023,Praise,Pending,4/23/2023,1
1612,1612,4/16/2023,Praise,Resolved,12/22/2023,1
1613,1613,7/7/2023,Complaint,Resolved,11/30/2023,1
1614,1614,5/19/2023,Complaint,Resolved,8/6/2023,-1
1615,1615,12/30/2023,Suggestion,Resolved,11/27/2023,1
1616,1616,7/27/2023,Praise,Pending,7/18/2023,1
1617,1617,9/15/2023,Praise,Resolved,3/16/2023,1
1618,1618,12/27/2023,Complaint,Resolved,1/3/2023,-1
1619,1619,6/26/2023,Complaint,Pending,12/4/2023,1
1620,1620,7/10/2023,Praise,Resolved,,-1
1621,1621,4/15/2023,Praise,Resolved,9/25/2023,1
1622,1622,1/17/2023,Praise,Pending,2/21/2023,1
1623,1623,2/3/2023,Praise,Resolved,9/8/2023,1
1624,1624,10/26/2023,Complaint,Resolved,2/3/2023,1
1625,1625,8/1/2023,Suggestion,Pending,5/29/2023,1
1626,1626,4/25/2023,Praise,Pending,5/24/2023,-1
1627,1627,11/10/2023,Complaint,Resolved,10/11/2023,1
1628,1628,3/29/2023,Complaint,Resolved,11/14/2023,1
1629,1629,12/17/2023,Complaint,Pending,1/29/2023,1
1630,1630,11/30/2023,Praise,Resolved,6/14/2023,1
1631,1631,7/3/2023,Suggestion,Resolved,2/28/2023,1
1632,1632,6/19/2023,Suggestion,Pending,1/27/2023,1
1633,1633,5/24/2023,Suggestion,Pending,12/6/2023,1
1634,1634,12/14/2023,Suggestion,Resolved,1/22/2023,1
1635,1635,6/15/2023,Praise,Pending,5/8/2023,1
1636,1636,1/22/2023,Praise,Pending,5/7/2023,1
1637,1637,3/3/2023,Praise,Resolved,8/1/2023,-1
1638,1638,5/21/2023,Complaint,Pending,9/19/2023,1
1639,1639,12/29/2023,Suggestion,Resolved,10/6/2023,1
1640,1640,9/25/2023,Praise,Resolved,4/8/2023,1
1641,1641,9/10/2023,Praise,Resolved,9/27/2023,1
1642,1642,12/21/2023,Suggestion,Resolved,7/6/2023,1
1643,1643,9/8/2023,Praise,Resolved,7/15/2023,1
1644,1644,3/5/2023,Complaint,Pending,8/19/2023,1
1645,1645,8/30/2023,Praise,Pending,9/9/2023,1
1646,1646,1/1/2023,Suggestion,Resolved,10/4/2023,1
1647,1647,5/23/2023,Suggestion,Pending,7/30/2023,1
1648,1648,4/7/2023,Complaint,Resolved,6/2/2023,1
1649,1649,3/1/2023,Praise,Pending,9/6/2023,1
1650,1650,5/2/2023,Praise,Resolved,8/29/2023,1
1651,1651,12/1/2023,Complaint,Resolved,5/8/2023,1
1652,1652,5/23/2023,Complaint,Resolved,2/9/2023,1
1653,1653,5/21/2023,Praise,Pending,3/24/2023,1
1654,1654,6/27/2023,Complaint,Resolved,,1
1655,1655,10/14/2023,Suggestion,Resolved,1/22/2023,1
1656,1656,11/16/2023,Praise,Pending,6/5/2023,1
1657,1657,2/9/2023,Complaint,Pending,1/9/2023,1
1658,1658,6/27/2023,Suggestion,Resolved,9/30/2023,-1
1659,1659,3/31/2023,Suggestion,Pending,6/11/2023,1
1660,1660,3/29/2023,Suggestion,Resolved,9/18/2023,1
1661,1661,4/18/2023,Praise,Pending,10/14/2023,1
1662,1662,3/20/2023,Complaint,Pending,4/15/2023,1
1663,1663,8/13/2023,Praise,Resolved,4/28/2023,1
1664,1664,12/31/2023,Complaint,Resolved,8/9/2023,1
1665,1665,10/10/2023,Praise,Resolved,,1
1666,1666,9/24/2023,Suggestion,Pending,11/2/2023,1
1667,1667,4/14/2023,Complaint,Resolved,6/11/2023,1
1668,1668,1/11/2023,Complaint,Resolved,12/25/2023,1
1669,1669,2/19/2023,Praise,Resolved,7/28/2023,1
1670,1670,3/14/2023,Praise,Resolved,5/5/2023,1
1671,1671,3/10/2023,Complaint,Pending,9/17/2023,1
1672,1672,4/20/2023,Suggestion,Pending,2/15/2023,1
1673,1673,4/30/2023,Praise,Resolved,,1
1674,1674,9/4/2023,Praise,Pending,2/27/2023,1
1675,1675,8/30/2023,Complaint,Pending,6/8/2023,1
1676,1676,1/15/2023,Suggestion,Pending,9/25/2023,1
1677,1677,8/9/2023,Complaint,Resolved,,1
1678,1678,8/2/2023,Complaint,Resolved,2/28/2023,1
1679,1679,10/21/2023,Praise,Pending,11/25/2023,1
1680,1680,4/13/2023,Suggestion,Pending,1/5/2023,1
1681,1681,10/10/2023,Complaint,Resolved,,1
1682,1682,5/17/2023,Complaint,Pending,8/28/2023,1
1683,1683,6/29/2023,Suggestion,Resolved,2/24/2023,1
1684,1684,3/31/2023,Praise,Pending,6/22/2023,1
1685,1685,6/10/2023,Complaint,Pending,12/7/2023,1
1686,1686,1/17/2023,Praise,Pending,7/16/2023,1
1687,1687,6/9/2023,Praise,Pending,7/19/2023,1
1688,1688,1/29/2023,Praise,Pending,10/19/2023,-1
1689,1689,1/26/2023,Suggestion,Pending,9/27/2023,1
1690,1690,7/23/2023,Suggestion,Pending,5/12/2023,1
1691,1691,9/1/2023,Praise,Resolved,2/5/2023,1
1692,1692,4/26/2023,Suggestion,Pending,11/13/2023,1
1693,1693,5/30/2023,Complaint,Resolved,,1
1694,1694,4/7/2023,Praise,Pending,12/20/2023,1
1695,1695,1/16/2023,Praise,Pending,2/2/2023,1
1696,1696,12/2/2023,Praise,Resolved,,1
1697,1697,1/30/2023,Complaint,Resolved,,1
1698,1698,9/8/2023,Suggestion,Pending,7/31/2023,1
1699,1699,9/24/2023,Complaint,Pending,10/1/2023,1
1700,1700,8/23/2023,Praise,Resolved,4/10/2023,1
1701,1701,5/24/2023,Complaint,Pending,6/18/2023,1
1702,1702,3/2/2023,Praise,Resolved,1/20/2023,1
1703,1703,1/2/2023,Suggestion,Pending,7/25/2023,1
1704,1704,3/19/2023,Suggestion,Pending,12/3/2023,1
1705,1705,9/28/2023,Praise,Resolved,9/20/2023,1
1706,1706,1/24/2023,Praise,Pending,7/28/2023,1
1707,1707,2/5/2023,Suggestion,Pending,5/9/2023,1
1708,1708,3/7/2023,Suggestion,Resolved,10/24/2023,1
1709,1709,2/16/2023,Praise,Pending,8/9/2023,1
1710,1710,8/14/2023,Suggestion,Pending,12/19/2023,1
1711,1711,8/28/2023,Complaint,Pending,4/13/2023,1
1712,1712,12/23/2023,Praise,Resolved,11/20/2023,-1
1713,1713,4/22/2023,Complaint,Pending,2/4/2023,1
1714,1714,6/15/2023,Complaint,Pending,9/18/2023,1
1715,1715,10/31/2023,Complaint,Resolved,5/24/2023,1
1716,1716,8/1/2023,Praise,Resolved,6/20/2023,1
1717,1717,1/18/2023,Complaint,Pending,9/15/2023,1
1718,1718,12/8/2023,Suggestion,Resolved,8/14/2023,1
1719,1719,10/10/2023,Praise,Resolved,5/22/2023,1
1720,1720,2/25/2023,Suggestion,Pending,8/3/2023,1
