customer_id,transaction_id,transaction_date,transaction_type,transaction_amount,balance_after_transaction
1357,1357,9/18/2023,DEP,398.29,4857.34
1358,1358,7/18/2023,Withdrawal,873.18,6710.36
1359,1359,3/24/2023,Deposit,863.63,1045.2
1360,1360,8/1/2023,Transfer,4020.49,-3449.96
1361,1361,11/3/2023,Transfer,4197.97,520.13
1362,1362,8/1/2023,Transfer,2102.18,10842.68
1363,1363,9/30/2023,Withdrawal,4846.96,5131.15
1364,1364,5/6/2023,Withdrawal,1304.79,-280.19
1365,1365,3/2/2023,Withdrawal,2630.35,2911.94
1366,1366,12/13/2023,Transfer,4981.48,7346.3
1367,1367,1/31/2023,Transfer,4137.25,8865.21
1368,1368,1/15/2023,Transfer,2441.05,3319.73
1369,1369,12/26/2023,Transfer,551.54,9185.96
1370,1370,2/9/2023,Withdrawal,4522.72,13418.51
1371,1371,11/17/2023,Deposit,2715.21,8379.99
1372,1372,10/3/2023,Transfer,1548.65,2132.32
1373,1373,8/21/2023,Deposit,2261.58,1019.26
1374,1374,11/17/2023,Transfer,1561.53,4207.45
1375,1375,10/15/2023,Deposit,2759.77,4481.62
1376,1376,8/28/2023,Deposit,1371.95,3496.54
1377,1377,5/30/2023,Deposit,2235.46,878.09
1378,1378,3/3/2023,Withdrawal,2137.04,8307.38
1379,1379,8/9/2023,Deposit,3084.19,8707.82
1380,1380,9/8/2023,Withdrawal,80.69,4250.26
1381,1381,1/11/2023,Deposit,2997.77,4510.95
1382,1382,2/7/2023,Withdrawal,2969.64,-75.65
1383,1383,3/6/2023,Transfer,1967.52,6868.28
1384,1384,7/10/2023,Transfer,1242.03,10651.39
1385,1385,2/7/2023,Deposit,4197.86,3058.14
1386,1386,9/12/2023,Withdrawal,1730.47,5671.39
1387,1387,9/26/2023,Transfer,1565.53,3941.63
1388,1388,9/1/2023,DEP,2321.2,6435.47
1389,1389,10/7/2023,Withdrawal,1397.17,2611.4
1390,1390,10/19/2023,Transfer,4155.51,7571.39
1391,1391,5/28/2023,Withdrawal,2829.09,11447.48
1392,1392,2/12/2023,Withdrawal,3774.35,891.55
1393,1393,4/19/2023,Withdrawal,3729.46,2158.45
1394,1394,4/9/2023,Transfer,3943.15,-2046.83
1395,1395,2/12/2023,Withdrawal,4347.34,-720.65
1396,1396,12/6/2023,Transfer,4598.13,4701.0
1397,1397,4/14/2023,Withdrawal,1924.21,1286.82
1398,1398,7/12/2023,Withdrawal,2224.15,4804.7
1399,1399,4/25/2023,Transfer,259.79,393.62
1400,1400,2/15/2023,Transfer,4629.27,5691.86
1401,1401,3/3/2023,DEP,2939.85,8829.26
1402,1402,4/24/2023,Withdrawal,3564.45,10198.77
1403,1403,7/17/2023,withdraw,2185.67,8637.32
1404,1404,9/9/2023,Withdrawal,2374.5,7818.81
1405,1405,4/15/2023,Transfer,2720.45,7681.07
1406,1406,1/29/2023,Withdrawal,3978.83,4793.03
1407,1407,6/18/2023,Deposit,3068.71,11491.59
1408,1408,1/15/2023,Withdrawal,4057.94,9237.44
1409,1409,5/2/2023,Deposit,1091.26,2497.22
1410,1410,12/23/2023,Transfer,1037.14,407.77
1411,1411,1/19/2023,Transfer,1042.0,4136.27
1412,1412,12/3/2023,Withdrawal,34.17,2555.48
1413,1413,4/6/2023,Deposit,903.53,10130.98
1414,1414,10/11/2023,Transfer,602.55,5642.14
1415,1415,7/5/2023,Withdrawal,2274.23,7512.11
1416,1416,2/22/2023,Transfer,644.93,8013.1
1417,1417,10/25/2023,Withdrawal,2085.1,6040.82
1418,1418,11/25/2023,Deposit,4997.52,8947.42
1419,1419,4/1/2023,Withdrawal,2521.8,3948.61
1420,1420,1/19/2023,Transfer,4623.99,11551.98
1421,1421,3/18/2023,Withdrawal,3512.52,7642.52
1422,1422,5/10/2023,Transfer,4472.66,13966.59
1423,1423,5/26/2023,Deposit,3131.65,-1114.69
1424,1424,9/2/2023,Transfer,4052.37,2250.01
1425,1425,6/30/2023,Transfer,1520.97,10194.98
1426,1426,5/16/2023,Deposit,1865.83,2222.18
1427,1427,7/31/2023,Deposit,4801.7,4739.61
1428,1428,5/17/2023,Withdrawal,1344.99,2203.49
1429,1429,7/24/2023,Deposit,2112.65,8023.21
1430,1430,5/29/2023,withdraw,3259.28,11055.41
1431,1431,12/14/2023,Withdrawal,1968.09,4065.98
1432,1432,2/13/2023,Deposit,114.52,558.27
1433,1433,3/1/2023,Transfer,3963.23,4854.22
1434,1434,11/23/2023,Deposit,1684.89,4945.26
1435,1435,9/6/2023,DEP,1146.05,1163.35
1436,1436,5/6/2023,Deposit,2532.77,4849.28
1437,1437,2/14/2023,Withdrawal,52.08,4587.28
1438,1438,1/2/2023,Withdrawal,4320.83,5261.67
1439,1439,6/11/2023,Withdrawal,1314.14,8641.32
1440,1440,7/16/2023,Transfer,4614.51,11603.01
1441,1441,7/13/2023,Withdrawal,3392.01,3791.91
1442,1442,11/14/2023,Withdrawal,2747.76,9697.61
1443,1443,2/16/2023,Withdrawal,4033.21,11972.31
1444,1444,8/14/2023,Transfer,4966.35,6954.9
1445,1445,1/2/2023,Withdrawal,1263.53,7155.21
1446,1446,7/31/2023,Withdrawal,1781.93,7938.4
1447,1447,8/3/2023,Deposit,2427.28,5799.19
1448,1448,10/20/2023,Transfer,2701.99,9897.26
1449,1449,3/21/2023,Withdrawal,2769.32,4306.5
1450,1450,4/29/2023,Withdrawal,2749.37,4415.96
1451,1451,3/27/2023,Withdrawal,4142.93,7369.32
1452,1452,11/15/2023,Deposit,2028.96,7309.09
1453,1453,2/25/2023,Deposit,64.75,1149.46
1454,1454,3/4/2023,Deposit,4379.71,457.37
1455,1455,1/8/2023,Withdrawal,3314.64,7823.31
1456,1456,7/2/2023,Transfer,955.51,1440.53
1457,1457,8/23/2023,Transfer,157.71,1919.5
1458,1458,3/31/2023,Deposit,1585.74,4134.74
1459,1459,4/14/2023,Withdrawal,630.99,6721.55
1460,1460,10/6/2023,Transfer,4485.16,-277.13
1461,1461,12/7/2023,Withdrawal,1396.55,2801.65
1462,1462,9/7/2023,Deposit,3531.27,-1632.11
1463,1463,5/8/2023,DEP,3293.37,11188.29
1464,1464,12/26/2023,Withdrawal,3572.73,3461.03
1465,1465,6/29/2023,Transfer,2654.91,1692.93
1466,1466,4/3/2023,Transfer,3651.11,-2143.31
1467,1467,7/1/2023,Deposit,2566.84,9742.38
1468,1468,7/31/2023,Withdrawal,1894.26,10892.82
1469,1469,7/23/2023,Deposit,4293.62,6158.41
1470,1470,2/6/2023,Transfer,2299.04,8365.38
1471,1471,8/6/2023,Withdrawal,2844.51,1456.15
1472,1472,5/26/2023,Withdrawal,2330.38,-1362.64
1473,1473,2/28/2023,Deposit,3879.74,11165.43
1474,1474,5/9/2023,Withdrawal,2703.37,3507.73
1475,1475,5/21/2023,Withdrawal,2359.19,4692.9
1476,1476,2/2/2023,Withdrawal,1296.55,1586.86
1477,1477,1/22/2023,Withdrawal,4558.59,1141.44
1478,1478,7/24/2023,Deposit,4317.22,6005.71
1479,1479,3/13/2023,Withdrawal,2163.15,5935.03
1480,1480,6/30/2023,Transfer,3302.0,4432.49
1481,1481,7/7/2023,Deposit,2545.48,2180.83
1482,1482,2/19/2023,Withdrawal,889.16,1322.42
1483,1483,11/18/2023,Deposit,1886.39,3846.9
1484,1484,3/24/2023,Transfer,4267.56,5428.37
1485,1485,1/24/2023,Withdrawal,3989.22,11667.02
1486,1486,3/10/2023,Withdrawal,521.43,5909.82
1487,1487,1/8/2023,Deposit,385.85,2039.2
1488,1488,9/6/2023,Deposit,4269.05,9046.1
1489,1489,4/9/2023,Deposit,4497.55,11140.31
1490,1490,11/18/2023,Deposit,1478.22,7314.66
1491,1491,7/17/2023,Deposit,1752.94,-1063.18
1492,1492,11/11/2023,Withdrawal,1685.66,5372.97
1493,1493,7/27/2023,Deposit,643.57,6841.51
1494,1494,10/30/2023,Deposit,3727.6,3982.21
1495,1495,7/11/2023,Deposit,1856.73,4367.64
1496,1496,1/26/2023,Transfer,4182.77,11657.29
1497,1497,5/28/2023,Withdrawal,4393.81,8015.6
1498,1498,12/15/2023,Deposit,4564.84,5501.34
1499,1499,1/4/2023,DEP,4091.53,10394.82
1500,1500,3/6/2023,Withdrawal,3946.66,-1371.14
1501,1501,8/5/2023,Deposit,2252.94,9299.32
1502,1502,10/18/2023,Transfer,144.47,8867.26
1503,1503,4/27/2023,Transfer,569.19,5894.99
1504,1504,3/26/2023,DEP,2659.07,8690.59
1505,1505,11/4/2023,Deposit,1806.53,3386.09
1506,1506,10/6/2023,Withdrawal,4147.12,12339.8
1507,1507,10/3/2023,withdraw,2820.07,5313.04
1508,1508,12/12/2023,Deposit,503.18,4578.46
1509,1509,10/10/2023,Transfer,2397.87,6562.94
1510,1510,6/18/2023,Withdrawal,4111.6,3152.5
1511,1511,1/26/2023,Withdrawal,4316.77,7585.62
1512,1512,12/30/2023,Withdrawal,838.63,7504.43
1513,1513,2/9/2023,Withdrawal,510.5,1953.86
1514,1514,7/27/2023,withdraw,1941.08,4437.3
1515,1515,12/29/2023,Deposit,336.92,9232.0
1516,1516,3/25/2023,Transfer,3634.53,9424.17
1517,1517,8/26/2023,DEP,2243.19,10257.91
1518,1518,12/10/2023,Deposit,999.13,8379.89
1519,1519,7/13/2023,Deposit,521.32,9191.96
1520,1520,11/25/2023,Transfer,4637.49,14328.26
1521,1521,12/4/2023,Deposit,224.87,545.8
1522,1522,12/28/2023,Transfer,498.41,874.32
1523,1523,12/16/2023,Withdrawal,1178.84,4805.94
1524,1524,9/16/2023,withdraw,482.41,9064.62
1525,1525,7/11/2023,DEP,3224.98,8133.24
1526,1526,10/12/2023,Withdrawal,1098.91,9512.73
1527,1527,7/1/2023,Withdrawal,2404.85,10107.14
1528,1528,1/7/2023,Withdrawal,4302.61,9335.31
1529,1529,6/2/2023,Deposit,4125.61,1054.8
1530,1530,10/26/2023,Deposit,739.76,5156.49
1531,1531,9/19/2023,Transfer,452.77,2144.0
1532,1532,3/20/2023,Withdrawal,3324.61,11925.86
1533,1533,2/9/2023,Deposit,1059.42,3234.16
1534,1534,7/8/2023,Withdrawal,3909.45,5169.06
1535,1535,10/4/2023,Deposit,2178.1,1483.2
1536,1536,9/7/2023,Transfer,781.05,-418.73
1537,1537,11/10/2023,Transfer,4871.34,-3104.4
1538,1538,4/19/2023,Deposit,287.51,8601.96
1539,1539,4/6/2023,Withdrawal,630.23,741.37
1540,1540,2/1/2023,Transfer,4062.06,11475.92
1541,1541,9/25/2023,Deposit,2268.9,-359.04
1542,1542,8/24/2023,Transfer,4690.88,348.56
1543,1543,1/20/2023,DEP,573.81,2705.36
1544,1544,7/24/2023,Transfer,793.35,4191.69
1545,1545,8/26/2023,Deposit,19.1,1354.84
1546,1546,1/21/2023,Transfer,1093.41,4511.01
1547,1547,10/28/2023,Transfer,3289.73,431.94
1548,1548,8/5/2023,DEP,3619.42,7337.71
1549,1549,5/1/2023,Transfer,2155.4,-1673.52
1550,1550,10/23/2023,Deposit,1294.22,2741.89
1551,1551,12/16/2023,Transfer,3584.49,3520.06
1552,1552,12/17/2023,Transfer,871.32,3865.29
1553,1553,9/19/2023,Deposit,3837.76,638.72
1554,1554,9/12/2023,Transfer,3935.08,3719.29
1555,1555,1/11/2023,DEP,2210.96,2292.14
1556,1556,3/5/2023,Deposit,976.1,3309.63
1557,1557,5/2/2023,Withdrawal,3153.07,2390.19
1558,1558,7/6/2023,Deposit,4268.74,12300.68
1559,1559,7/19/2023,Withdrawal,2652.24,3384.21
1560,1560,2/24/2023,Transfer,2310.73,6570.52
1561,1561,10/22/2023,Withdrawal,4896.33,-3552.65
1562,1562,2/24/2023,Withdrawal,2691.75,-129.49
1563,1563,11/28/2023,Deposit,180.74,9647.32
1564,1564,5/11/2023,Withdrawal,2515.23,10256.13
1565,1565,3/21/2023,Withdrawal,2231.9,3198.86
1566,1566,5/8/2023,DEP,1467.6,1622.19
1567,1567,8/7/2023,Deposit,1593.59,243.06
1568,1568,9/29/2023,Deposit,4654.82,4789.7
1569,1569,9/18/2023,Withdrawal,676.65,5165.74
1570,1570,9/8/2023,Transfer,3822.55,12225.28
1571,1571,10/23/2023,Deposit,4513.07,9218.8
1572,1572,11/19/2023,Transfer,1304.83,9588.53
1573,1573,8/15/2023,Withdrawal,343.4,779.17
1574,1574,6/22/2023,withdraw,1542.66,2782.85
1575,1575,9/10/2023,Deposit,2170.08,1668.11
1576,1576,1/24/2023,Withdrawal,4757.61,14574.92
1577,1577,10/12/2023,Transfer,2156.4,5231.11
1578,1578,5/6/2023,Transfer,469.36,3758.12
1579,1579,9/13/2023,Withdrawal,742.97,6869.16
1580,1580,10/16/2023,Withdrawal,1770.14,10589.2
1581,1581,6/28/2023,Transfer,929.1,9725.14
1582,1582,3/21/2023,Withdrawal,312.23,4317.89
1583,1583,4/7/2023,Withdrawal,884.55,8606.14
1584,1584,7/21/2023,Withdrawal,536.4,7106.14
1585,1585,1/30/2023,Transfer,1021.46,7504.78
1586,1586,3/2/2023,Withdrawal,4982.31,4287.83
1587,1587,6/12/2023,Transfer,2232.59,4645.23
1588,1588,9/20/2023,Deposit,3296.41,8338.48
1589,1589,5/23/2023,Withdrawal,834.76,6753.95
1590,1590,12/18/2023,Withdrawal,4247.97,12292.1
1591,1591,3/7/2023,Withdrawal,1341.86,2729.68
1592,1592,8/12/2023,Deposit,4912.63,7096.08
1593,1593,8/8/2023,Withdrawal,4185.17,3272.85
1594,1594,12/7/2023,Transfer,4754.85,1209.26
1595,1595,9/30/2023,Withdrawal,3344.83,5648.33
1596,1596,1/19/2023,Transfer,3293.88,3290.92
1597,1597,9/27/2023,Transfer,4207.07,-3940.48
1598,1598,2/18/2023,Transfer,3579.66,6090.19
1599,1599,11/3/2023,Transfer,3034.88,9006.68
1600,1600,2/3/2023,Transfer,1797.76,7796.94
1601,1601,8/28/2023,Withdrawal,1122.11,10223.8
1602,1602,3/25/2023,Withdrawal,3913.4,2758.31
1603,1603,6/25/2023,withdraw,1936.39,6781.67
1604,1604,11/19/2023,Transfer,315.41,846.71
1605,1605,11/10/2023,Deposit,2403.31,7222.46
1606,1606,11/30/2023,Withdrawal,3290.98,4168.01
1607,1607,5/29/2023,Withdrawal,124.96,1910.93
1608,1608,10/10/2023,Withdrawal,3528.55,11741.96
1609,1609,6/6/2023,Transfer,1131.17,6086.18
1610,1610,8/20/2023,Withdrawal,1119.56,2984.42
1611,1611,7/26/2023,Transfer,2818.78,114.22
1612,1612,6/21/2023,Withdrawal,1693.1,8247.64
1613,1613,6/15/2023,Withdrawal,2258.41,3623.39
1614,1614,9/28/2023,Transfer,2570.08,1505.89
1615,1615,1/15/2023,Transfer,4605.91,13380.46
1616,1616,2/1/2023,Withdrawal,1032.45,5881.45
1617,1617,2/9/2023,Transfer,2326.89,821.67
1618,1618,3/17/2023,Transfer,3932.08,-2206.28
1619,1619,7/31/2023,Transfer,1033.78,8504.03
1620,1620,4/1/2023,Deposit,421.08,6423.69
1621,1621,9/15/2023,Transfer,98.64,915.66
1622,1622,8/21/2023,Transfer,527.63,6484.87
1623,1623,1/22/2023,DEP,1380.21,3058.77
1624,1624,6/3/2023,Transfer,2052.19,11871.22
1625,1625,5/16/2023,Deposit,2972.93,-301.81
1626,1626,10/19/2023,Withdrawal,1008.45,7999.01
1627,1627,4/11/2023,Withdrawal,1355.78,7950.63
1628,1628,3/22/2023,Withdrawal,3498.41,10442.79
1629,1629,5/1/2023,Transfer,4545.95,8902.9
1630,1630,5/15/2023,DEP,686.22,149.66
1631,1631,8/7/2023,Withdrawal,2367.85,7434.22
1632,1632,8/22/2023,Transfer,1484.14,3480.25
1633,1633,8/6/2023,Withdrawal,2644.57,10364.8
1634,1634,12/5/2023,Withdrawal,604.46,857.52
1635,1635,9/22/2023,Withdrawal,1362.48,1521.37
1636,1636,8/23/2023,Transfer,3547.22,9190.1
1637,1637,2/28/2023,Deposit,4098.36,8291.71
1638,1638,3/6/2023,Deposit,3112.01,12698.85
1639,1639,9/3/2023,Deposit,4722.85,3769.23
1640,1640,5/29/2023,Deposit,3267.97,5957.75
1641,1641,6/26/2023,Transfer,3735.5,2707.4
1642,1642,2/2/2023,withdraw,1793.56,473.71
1643,1643,5/25/2023,Transfer,857.64,4375.5
1644,1644,9/26/2023,Withdrawal,3292.81,4385.97
1645,1645,8/29/2023,Deposit,4596.24,5336.95
1646,1646,10/26/2023,Transfer,4909.69,3735.17
1647,1647,4/23/2023,Withdrawal,2255.73,8606.1
1648,1648,11/25/2023,Withdrawal,2703.14,4560.22
1649,1649,11/17/2023,Withdrawal,1562.96,8536.48
1650,1650,2/9/2023,Deposit,3365.85,5127.0
1651,1651,6/11/2023,DEP,3828.45,4794.91
1652,1652,2/5/2023,Withdrawal,215.57,4048.31
1653,1653,12/31/2023,Transfer,4234.68,9310.58
1654,1654,7/25/2023,Withdrawal,2573.85,2937.46
1655,1655,8/23/2023,Withdrawal,2902.78,6528.52
1656,1656,4/17/2023,Transfer,1039.07,-518.68
1657,1657,3/26/2023,Withdrawal,61.4,8615.89
1658,1658,4/2/2023,Withdrawal,4761.49,10325.31
1659,1659,8/12/2023,Withdrawal,4642.72,948.1
1660,1660,2/9/2023,Deposit,3873.96,-602.69
1661,1661,4/3/2023,Withdrawal,2373.25,8845.09
1662,1662,9/29/2023,Deposit,1594.93,4904.56
1663,1663,12/19/2023,Deposit,788.83,1185.18
1664,1664,11/2/2023,Transfer,413.79,7216.15
1665,1665,8/22/2023,Deposit,2291.95,448.44
1666,1666,2/12/2023,Withdrawal,3963.31,10882.3
1667,1667,12/9/2023,Deposit,3632.35,9790.59
1668,1668,5/13/2023,Transfer,3782.11,10970.03
1669,1669,3/6/2023,Transfer,602.06,897.09
1670,1670,12/17/2023,Withdrawal,4315.12,-2974.0
1671,1671,3/23/2023,Deposit,4021.82,4396.17
1672,1672,5/29/2023,Deposit,479.5,3389.66
1673,1673,3/12/2023,DEP,1789.1,10172.61
1674,1674,11/17/2023,Transfer,1882.37,2602.85
1675,1675,10/6/2023,Transfer,3678.21,11394.99
1676,1676,4/1/2023,Transfer,4303.81,5233.1
1677,1677,9/12/2023,Transfer,1884.87,2851.56
1678,1678,6/11/2023,Deposit,662.89,10044.87
1679,1679,11/9/2023,Deposit,421.98,447.03
1680,1680,9/29/2023,Deposit,3197.82,373.74
1681,1681,12/26/2023,Withdrawal,2494.91,7726.56
1682,1682,12/6/2023,Withdrawal,4511.22,4493.41
1683,1683,6/25/2023,Withdrawal,4768.11,-1375.3
1684,1684,10/8/2023,Deposit,4491.31,3598.4
1685,1685,7/15/2023,Deposit,387.41,7597.32
1686,1686,6/9/2023,Withdrawal,1428.48,1711.49
1687,1687,10/28/2023,Deposit,1201.65,4675.7
1688,1688,4/2/2023,Transfer,352.63,1638.39
1689,1689,6/17/2023,DEP,4592.18,2368.15
1690,1690,5/21/2023,Deposit,4474.98,1199.73
1691,1691,9/18/2023,Transfer,1959.93,-325.9
1692,1692,5/25/2023,Withdrawal,4793.96,11032.66
1693,1693,8/27/2023,Deposit,2821.09,7857.72
1694,1694,3/12/2023,Deposit,2175.82,-1159.18
1695,1695,7/6/2023,Transfer,2752.75,6788.91
1696,1696,2/4/2023,Withdrawal,2116.06,6248.02
1697,1697,7/3/2023,Deposit,1466.52,2269.66
1698,1698,5/24/2023,Transfer,913.7,8405.85
1699,1699,11/4/2023,Deposit,2308.52,6866.59
1700,1700,6/4/2023,Deposit,2658.58,3176.19
1701,1701,7/9/2023,Withdrawal,4109.89,-2015.25
1702,1702,9/19/2023,Withdrawal,2372.16,9426.0
1703,1703,4/13/2023,Deposit,4148.76,13501.04
1704,1704,10/7/2023,Deposit,4773.71,3475.13
1705,1705,8/31/2023,Withdrawal,3610.22,-719.43
1706,1706,3/28/2023,Deposit,607.38,-176.34
1707,1707,5/13/2023,Deposit,2311.71,2469.88
1708,1708,7/18/2023,DEP,4284.98,5295.4
1709,1709,3/27/2023,Transfer,2463.29,65.14
1710,1710,4/3/2023,Transfer,4055.53,10492.49
1711,1711,6/30/2023,Withdrawal,3881.71,1118.98
1712,1712,6/8/2023,Deposit,807.63,4637.15
1713,1713,2/4/2023,Deposit,1654.15,7652.48
1714,1714,4/8/2023,Transfer,3821.92,5832.29
1715,1715,5/27/2023,Withdrawal,804.3,4121.73
1716,1716,2/3/2023,Withdrawal,2119.72,7897.32
1717,1717,7/30/2023,Deposit,695.41,2591.82
1718,1718,6/18/2023,Deposit,1186.16,8268.6
1719,1719,5/2/2023,Transfer,1435.25,7250.81
1720,1720,11/5/2023,Transfer,2656.02,2804.62
1721,1721,7/27/2023,Withdrawal,4560.4,3274.84
1722,1722,5/6/2023,Transfer,1933.93,-1230.41
1723,1723,7/11/2023,Transfer,4251.33,5873.78
1724,1724,3/3/2023,Withdrawal,3478.94,8152.99
1725,1725,2/24/2023,Withdrawal,3904.46,5313.64
1726,1726,12/14/2023,Withdrawal,3813.41,1549.35
1727,1727,1/11/2023,Deposit,1517.57,5897.36
1728,1728,8/28/2023,Deposit,1188.89,4852.17
1729,1729,11/4/2023,Transfer,4888.14,6220.35
1730,1730,8/12/2023,Transfer,3691.76,10263.2
1731,1731,1/26/2023,Transfer,1835.23,-804.42
1732,1732,11/26/2023,Deposit,2776.37,3033.88
1733,1733,12/9/2023,Deposit,3881.6,11054.06
1734,1734,2/17/2023,Withdrawal,288.28,4462.2
1735,1735,10/28/2023,Withdrawal,504.17,9622.11
1736,1736,10/16/2023,Deposit,135.15,1740.27
1737,1737,3/19/2023,Deposit,828.69,2621.18
1738,1738,1/9/2023,Deposit,605.58,4611.87
1739,1739,11/30/2023,Transfer,2320.63,11644.02
1740,1740,8/16/2023,Withdrawal,1443.13,2524.79
1741,1741,9/4/2023,withdraw,237.49,9508.85
1742,1742,4/15/2023,Withdrawal,2252.72,9218.12
1743,1743,1/2/2023,Deposit,2897.1,4950.2
1744,1744,9/27/2023,Transfer,1857.45,7527.47
1745,1745,6/13/2023,Withdrawal,1309.14,7075.19
1746,1746,2/4/2023,Transfer,1958.37,8410.73
1747,1747,3/5/2023,Deposit,2604.29,8436.3
1748,1748,4/16/2023,Withdrawal,2185.78,5684.32
1749,1749,9/1/2023,withdraw,475.44,2331.28
1750,1750,12/19/2023,Withdrawal,2289.62,10191.29
1751,1751,1/9/2023,Transfer,3604.46,10768.56
1752,1752,7/24/2023,Withdrawal,4101.79,10162.25
1753,1753,2/12/2023,Transfer,2203.3,-1719.26
1754,1754,9/23/2023,Deposit,4969.03,2798.96
1755,1755,7/4/2023,Deposit,4215.86,5626.88
1756,1756,2/2/2023,DEP,1084.77,10708.29
1757,1757,2/23/2023,Deposit,2289.28,3196.06
1758,1758,8/20/2023,Withdrawal,1484.37,5746.36
1759,1759,9/26/2023,withdraw,2755.7,912.51
1760,1760,6/1/2023,Withdrawal,1128.35,8511.68
1761,1761,3/3/2023,Withdrawal,185.79,5051.84
1762,1762,6/17/2023,Withdrawal,4522.87,10854.97
1763,1763,11/11/2023,Deposit,2603.61,-1756.79
1764,1764,11/8/2023,Transfer,4575.66,5092.48
1765,1765,3/5/2023,Withdrawal,599.58,-461.5
1766,1766,3/1/2023,withdraw,765.9,8651.58
1767,1767,10/6/2023,withdraw,1140.16,4585.52
1768,1768,6/4/2023,Withdrawal,2291.02,4947.89
1769,1769,4/18/2023,Withdrawal,4401.21,2012.29
1770,1770,11/13/2023,Transfer,3255.56,10017.24
1771,1771,10/27/2023,Transfer,284.47,7614.75
1772,1772,2/26/2023,Transfer,2041.91,2304.64
1773,1773,2/12/2023,Withdrawal,3619.04,6210.51
1774,1774,11/14/2023,Withdrawal,1618.71,4598.63
1775,1775,12/15/2023,Transfer,2467.88,1369.73
1776,1776,4/22/2023,Transfer,3560.04,2189.4
1777,1777,11/26/2023,Transfer,4825.28,6691.66
1778,1778,8/11/2023,Deposit,1672.74,875.2
1779,1779,7/14/2023,DEP,3724.44,-2775.22
1780,1780,6/30/2023,Transfer,3739.54,12543.95
1781,1781,6/20/2023,Deposit,2718.08,-127.24
1782,1782,12/26/2023,Withdrawal,4068.69,11491.82
1783,1783,9/14/2023,Deposit,2685.22,5499.79
1784,1784,2/18/2023,Transfer,3128.75,4674.04
1785,1785,2/17/2023,Deposit,4187.74,5358.27
1786,1786,8/15/2023,withdraw,2386.57,11002.99
1787,1787,7/26/2023,Transfer,2395.0,-1109.61
1788,1788,8/14/2023,Transfer,2959.28,-1996.5
1789,1789,6/30/2023,Withdrawal,4022.93,-3830.32
1790,1790,1/11/2023,Deposit,644.66,4372.42
1791,1791,11/13/2023,Transfer,3858.37,5574.23
1792,1792,5/1/2023,Transfer,1480.85,7614.78
1793,1793,3/29/2023,Transfer,364.46,1603.48
1794,1794,4/11/2023,Withdrawal,3962.96,-3739.26
1795,1795,4/9/2023,withdraw,734.26,6800.71
1796,1796,1/22/2023,Transfer,1074.18,2059.95
1797,1797,4/14/2023,Deposit,3533.78,4829.52
1798,1798,3/12/2023,withdraw,2826.97,5059.72
1799,1799,10/13/2023,Transfer,4603.28,9576.15
1800,1800,11/12/2023,Deposit,4772.13,5198.3
1801,1801,2/24/2023,Deposit,1576.67,10534.35
1802,1802,5/7/2023,Withdrawal,1627.75,234.21
1803,1803,2/8/2023,Withdrawal,1056.61,1960.95
1804,1804,5/19/2023,Deposit,2592.91,7441.94
1805,1805,5/12/2023,Transfer,1896.16,4681.72
1806,1806,8/24/2023,Withdrawal,83.12,580.74
1807,1807,6/10/2023,Deposit,1980.83,2368.78
1808,1808,2/14/2023,Withdrawal,317.89,9874.5
1809,1809,6/14/2023,Deposit,3997.23,-674.82
1810,1810,12/6/2023,Transfer,4645.18,-1234.7
1811,1811,8/14/2023,Withdrawal,1486.16,10722.87
1812,1812,5/29/2023,Withdrawal,3257.06,11634.98
1813,1813,11/10/2023,Withdrawal,451.72,6449.0
1814,1814,11/3/2023,Withdrawal,1823.98,8443.19
1815,1815,11/23/2023,Deposit,2883.81,5146.94
1816,1816,5/24/2023,Deposit,529.82,2301.69
1817,1817,8/12/2023,Withdrawal,1891.93,4784.39
1818,1818,6/27/2023,Transfer,4776.65,-3702.5
1819,1819,11/27/2023,Deposit,838.75,513.73
1820,1820,6/25/2023,Deposit,3104.95,5608.24
1821,1821,1/29/2023,Transfer,4168.41,11295.47
1822,1822,10/25/2023,DEP,3858.14,5078.06
1823,1823,4/8/2023,Withdrawal,3859.2,3079.58
1824,1824,7/6/2023,withdraw,305.02,3919.55
1825,1825,11/26/2023,Transfer,4868.27,10053.52
1826,1826,8/12/2023,Transfer,3638.45,3513.58
1827,1827,4/18/2023,Deposit,4772.16,1399.33
1828,1828,3/25/2023,Withdrawal,4896.5,10238.23
1829,1829,9/15/2023,Withdrawal,1791.44,652.81
1830,1830,5/16/2023,Transfer,2721.48,8929.39
1831,1831,4/24/2023,Transfer,3650.03,-3365.22
1832,1832,10/24/2023,Transfer,4246.93,9891.46
1833,1833,5/8/2023,Transfer,4855.03,3370.35
1834,1834,3/30/2023,Transfer,4872.54,6752.07
1835,1835,5/19/2023,Transfer,1645.49,2876.17
1836,1836,1/24/2023,Transfer,3405.59,13110.92
1837,1837,2/4/2023,Transfer,743.19,9193.48
1838,1838,5/13/2023,Transfer,4054.52,-964.71
1839,1839,4/16/2023,Deposit,805.91,2970.78
1840,1840,9/27/2023,Withdrawal,4454.49,-1047.5
1841,1841,10/1/2023,Deposit,4895.71,9264.84
1842,1842,4/14/2023,Deposit,440.88,7787.84
1843,1843,6/23/2023,Transfer,2566.67,5034.79
1844,1844,8/13/2023,Transfer,1331.01,5905.36
1845,1845,3/9/2023,Transfer,2355.47,6944.51
1846,1846,2/26/2023,Deposit,1475.94,2381.23
1847,1847,2/9/2023,Transfer,337.58,20.28
